Motor,Trial,Speed,Duration,Start_Angle,End_Angle,Angle_Change,Voltage
2,31,6,0.15,91,1300,1209,12.5
2,32,6,0.15,1300,2542,1242,12.5
2,33,6,0.15,2542,4063,1521,12.5
2,34,6,0.15,4063,1205,1238,12.5
2,35,6,0.15,1205,2471,1266,12.5
2,36,6,0.15,2471,4004,1533,12.5
2,37,6,0.15,4004,1182,1274,12.5
2,38,6,0.15,1182,2403,1221,12.5
2,39,6,0.15,2404,3875,1471,12.5
2,40,6,0.15,3875,1080,1301,12.5
2,41,6,0.15,1080,2295,1215,12.5
2,42,6,0.15,2295,3768,1473,12.5
2,43,6,0.15,3768,1011,1339,12.5
2,44,6,0.15,1011,2213,1202,12.5
2,45,6,0.15,2213,3616,1403,12.5
2,46,6,0.15,3616,878,1358,12.5
2,47,6,0.15,878,2107,1229,12.5
2,48,6,0.15,2107,3453,1346,12.5
2,49,6,0.15,3453,779,1422,12.5
2,50,6,0.15,779,1440,661,12.5
2,51,6,0.15,1440,3252,1812,12.5
2,52,6,0.15,3252,653,1497,12.5
2,53,6,0.15,653,1826,1173,12.5
2,54,6,0.15,1826,3029,1203,12.5
2,55,6,0.15,3029,476,1543,12.5
2,56,6,0.15,476,1655,1179,12.5
2,57,6,0.15,1655,2852,1197,12.5
2,58,6,0.15,2852,308,1552,12.5
2,59,6,0.15,308,1480,1172,12.5
2,60,6,0.15,1480,2692,1212,12.5
2,61,6,0.15,2692,126,1530,12.5
2,62,6,0.15,126,1357,1231,12.5
2,63,6,0.15,1357,2571,1214,12.5
2,64,6,0.15,2571,4078,1507,12.5
2,65,6,0.15,4078,1199,1217,12.5
2,66,6,0.15,1199,2375,1176,12.5
2,67,6,0.15,2375,3842,1467,12.5
2,68,6,0.15,3842,1024,1278,12.5
2,69,6,0.15,1024,2221,1197,12.5
2,70,6,0.15,2221,3628,1407,12.5
2,71,6,0.15,3628,893,1361,12.5
2,72,6,0.15,893,2112,1219,12.5
2,73,6,0.15,2112,2729,617,12.5
2,74,6,0.15,2729,738,2105,12.5
2,75,6,0.15,738,1933,1195,12.5
2,76,6,0.15,1934,3110,1176,12.5
2,77,6,0.15,3110,546,1532,12.5
2,78,6,0.15,546,1733,1187,12.5
2,79,6,0.15,1733,2885,1152,12.5
2,80,6,0.15,2885,324,1535,12.5
2,81,6,0.15,324,1472,1148,12.5
2,82,6,0.15,1472,2664,1192,12.5
2,83,6,0.15,2664,74,1506,12.5
2,84,6,0.15,74,1323,1249,12.5
2,85,6,0.15,1324,2525,1201,12.5
2,86,6,0.15,2525,4001,1476,12.5
2,87,6,0.15,4001,1201,1296,12.5
2,88,6,0.15,1201,2393,1192,12.5
2,89,6,0.15,2393,3807,1414,12.5
2,90,6,0.15,3807,1018,1307,12.5
2,91,6,0.15,1018,2205,1187,12.5
2,92,6,0.15,2205,3507,1302,12.5
2,93,6,0.15,3507,785,1374,12.5
2,94,6,0.15,785,1971,1186,12.5
2,95,6,0.15,1971,3136,1165,12.5
2,96,6,0.15,3136,559,1519,12.5
2,97,6,0.15,559,1697,1138,12.5
2,98,6,0.15,1697,2864,1167,12.5
2,99,6,0.15,2864,273,1505,12.5
2,0,7,0.15,273,2078,1805,12.5
2,1,7,0.15,2078,92,2110,12.5
2,2,7,0.15,92,1944,1852,12.5
2,3,7,0.15,1944,4037,2093,12.5
2,4,7,0.15,4038,1796,1854,12.5
2,5,7,0.15,1796,3783,1987,12.5
2,6,7,0.15,3783,1613,1926,12.5
2,7,7,0.15,1613,3536,1923,12.5
2,8,7,0.15,3536,1399,1959,12.5
2,9,7,0.15,1399,3189,1790,12.5
2,10,7,0.15,3189,1085,1992,12.5
2,11,7,0.15,1086,2873,1787,12.5
2,12,7,0.15,2873,829,2052,12.5
2,13,7,0.15,829,2598,1769,12.5
2,14,7,0.15,2598,576,2074,12.5
2,15,7,0.15,576,2308,1732,12.5
2,16,7,0.15,2307,306,2095,12.5
2,17,7,0.15,306,2115,1809,12.5
2,18,7,0.15,2115,71,2052,12.5
2,19,7,0.15,71,1887,1816,12.5
2,20,7,0.15,1887,3862,1975,12.5
2,21,7,0.15,3862,1624,1858,12.5
2,22,7,0.15,1624,3461,1837,12.5
2,23,7,0.15,3461,1315,1950,12.5
2,24,7,0.15,1315,3089,1774,12.5
2,25,7,0.15,3088,1011,2019,12.5
2,26,7,0.15,1011,2787,1776,12.5
2,27,7,0.15,2787,710,2019,12.5
2,28,7,0.15,710,2438,1728,12.5
2,29,7,0.15,2438,426,2084,12.5
2,30,7,0.15,426,2146,1720,12.5
2,31,7,0.15,2146,116,2066,12.5
2,32,7,0.15,117,1884,1767,12.5
2,33,7,0.15,1884,3838,1954,12.5
2,34,7,0.15,3838,1576,1834,12.5
2,35,7,0.15,1576,3343,1767,12.5
2,36,7,0.15,3343,1218,1971,12.5
2,37,7,0.15,1218,2967,1749,12.5
2,38,7,0.15,2967,859,1988,12.5
2,39,7,0.15,859,2598,1739,12.5
2,40,7,0.15,2598,604,2102,12.5
2,41,7,0.15,604,2245,1641,12.5
2,42,7,0.15,2245,218,2069,12.5
2,43,7,0.15,218,1952,1734,12.5
2,44,7,0.15,1952,3880,1928,12.5
2,45,7,0.15,3880,1593,1809,12.5
2,46,7,0.15,1593,3363,1770,12.5
2,47,7,0.15,3363,1215,1948,12.5
2,48,7,0.15,1215,2946,1731,12.5
2,49,7,0.15,2946,850,2000,12.5
2,50,7,0.15,851,2555,1704,12.5
2,51,7,0.15,2555,3391,836,12.5
2,52,7,0.15,3391,2145,2850,12.5
2,53,7,0.15,2145,93,2044,12.5
2,54,7,0.15,93,1838,1745,12.5
2,55,7,0.15,1837,3784,1947,12.5
2,56,7,0.15,3784,1514,1826,12.5
2,57,7,0.15,1514,3320,1806,12.5
2,58,7,0.15,3320,1197,1973,12.5
2,59,7,0.15,1197,2881,1684,12.5
2,60,7,0.15,2881,3844,963,12.5
2,61,7,0.15,3844,2494,2746,12.5
2,62,7,0.15,2494,454,2056,12.5
2,63,7,0.15,454,2149,1695,12.5
2,64,7,0.15,2149,65,2012,12.5
2,65,7,0.15,65,1802,1737,12.5
2,66,7,0.15,1802,3569,1767,12.5
2,67,7,0.15,3569,1348,1875,12.5
2,68,7,0.15,1348,3003,1655,12.5
2,69,7,0.15,3003,899,1992,12.5
2,70,7,0.15,899,2549,1650,12.5
2,71,7,0.15,2549,436,1983,12.5
2,72,7,0.15,436,2122,1686,12.5
2,73,7,0.15,2122,66,2040,12.5
2,74,7,0.15,66,1816,1750,12.5
2,75,7,0.15,1816,3665,1849,12.5
2,76,7,0.15,3665,1423,1854,12.5
2,77,7,0.15,1423,3077,1654,12.5
2,78,7,0.15,3077,957,1976,12.5
2,79,7,0.15,957,2630,1673,12.5
2,80,7,0.15,2631,561,2026,12.5
2,81,7,0.15,561,2204,1643,12.5
2,82,7,0.15,2204,134,2026,12.5
2,83,7,0.15,133,1842,1709,12.5
2,84,7,0.15,1842,3706,1864,12.5
2,85,7,0.15,3706,1440,1830,12.5
2,86,7,0.15,1440,3030,1590,12.5
2,87,7,0.15,3030,910,1976,12.5
2,88,7,0.15,910,2587,1677,12.5
2,89,7,0.15,2587,507,2016,12.5
2,90,7,0.15,507,2148,1641,12.5
2,91,7,0.15,2148,16,1964,12.5
2,92,7,0.15,16,1728,1712,12.5
2,93,7,0.15,1728,3419,1691,12.5
2,94,7,0.15,3419,1214,1891,12.5
2,95,7,0.15,1214,2815,1601,12.5
2,96,7,0.15,2815,687,1968,12.5
2,97,7,0.15,687,2278,1591,12.5
2,98,7,0.15,2278,209,2027,12.5
2,99,7,0.15,209,1873,1664,12.5
2,0,8,0.03,497,998,501,12.5
2,1,8,0.03,998,1496,498,12.5
2,2,8,0.03,1496,1932,436,12.5
2,3,8,0.03,1932,2397,465,12.5
2,4,8,0.03,2397,2921,524,12.5
2,5,8,0.03,2921,3719,798,12.5
2,6,8,0.03,3719,440,817,12.5
2,7,8,0.03,440,978,538,12.5
2,8,8,0.03,978,1464,486,12.5
2,9,8,0.03,1463,1951,488,12.5
2,10,8,0.03,1951,2380,429,12.5
2,11,8,0.03,2380,2963,583,12.5
2,12,8,0.03,2963,3789,826,12.5
2,13,8,0.03,3789,488,795,12.5
2,14,8,0.03,488,996,508,12.5
2,15,8,0.03,996,1490,494,12.5
2,16,8,0.03,1491,1934,443,12.5
2,17,8,0.03,1934,2384,450,12.5
2,18,8,0.03,2384,2890,506,12.5
2,19,8,0.03,2890,3679,789,12.5
2,20,8,0.03,3679,406,823,12.5
2,21,8,0.03,406,948,542,12.5
2,22,8,0.03,948,1460,512,12.5
2,23,8,0.03,1460,1931,471,12.5
2,24,8,0.03,1931,2367,436,12.5
2,25,8,0.03,2367,2923,556,12.5
2,26,8,0.03,2923,3762,839,12.5
2,27,8,0.03,3762,460,794,12.5
2,28,8,0.03,460,979,519,12.5
2,29,8,0.03,979,1490,511,12.5
2,30,8,0.03,1490,1953,463,12.5
2,31,8,0.03,1953,2397,444,12.5
2,32,8,0.03,2397,2950,553,12.5
2,33,8,0.03,2950,3852,902,12.5
2,34,8,0.03,3851,506,751,12.5
2,35,8,0.03,506,1015,509,12.5
2,36,8,0.03,1015,1484,469,12.5
2,37,8,0.03,1484,1975,491,12.5
2,38,8,0.03,1975,2463,488,12.5
2,39,8,0.03,2463,3050,587,12.5
2,40,8,0.03,3050,3967,917,12.5
2,41,8,0.03,3967,585,714,12.5
2,42,8,0.03,585,1085,500,12.5
2,43,8,0.03,1085,1585,500,12.5
2,44,8,0.03,1585,2038,453,12.5
2,45,8,0.03,2038,2494,456,12.5
2,46,8,0.03,2494,3026,532,12.5
2,47,8,0.03,3026,3906,880,12.5
2,48,8,0.03,3906,568,758,12.5
2,49,8,0.03,568,1093,525,12.5
2,0,10,0.03,1093,1588,495,12.5
2,1,10,0.03,1588,2126,538,12.5
2,2,10,0.03,2126,2592,466,12.5
2,3,10,0.03,2592,3209,617,12.5
2,4,10,0.03,3209,174,1061,12.5
2,5,10,0.03,174,796,622,12.5
2,6,10,0.03,796,1330,534,12.5
2,7,10,0.03,1330,1858,528,12.5
2,8,10,0.03,1858,2322,464,12.5
2,9,10,0.03,2322,2897,575,12.5
2,10,10,0.03,2897,3716,819,12.5
2,11,10,0.03,3716,536,916,12.5
2,12,10,0.03,536,536,0,12.5
2,13,10,0.03,536,1078,542,12.5
2,14,10,0.03,1078,2051,973,12.5
2,15,10,0.03,2051,2557,506,12.5
2,16,10,0.03,2557,3106,549,12.5
2,17,10,0.03,3106,29,1019,12.5
2,18,10,0.03,29,779,750,12.5
2,19,10,0.03,779,1290,511,12.5
2,20,10,0.03,1290,1862,572,12.5
2,21,10,0.03,1861,2324,463,12.5
2,22,10,0.03,2324,2967,643,12.5
2,23,10,0.03,2967,3850,883,12.5
2,24,10,0.03,3850,671,917,12.5
2,25,10,0.03,671,1123,452,12.5
2,26,10,0.03,1123,1591,468,12.5
2,27,10,0.03,1591,2112,521,12.5
2,28,10,0.03,2112,2592,480,12.5
2,29,10,0.03,2592,3129,537,12.5
2,30,10,0.03,3129,117,1084,12.5
2,31,10,0.03,117,785,668,12.5
2,32,10,0.03,785,1286,501,12.5
2,33,10,0.03,1286,1842,556,12.5
2,34,10,0.03,1842,2310,468,12.5
2,35,10,0.03,2310,2897,587,12.5
2,36,10,0.03,2898,3725,827,12.5
2,37,10,0.03,3725,524,895,12.5
2,38,10,0.03,524,1070,546,12.5
2,39,10,0.03,1070,1630,560,12.5
2,40,10,0.03,1630,2173,543,12.5
2,41,10,0.03,2173,2723,550,12.5
2,42,10,0.03,2723,3412,689,12.5
2,43,10,0.03,3412,330,1014,12.5
2,44,10,0.03,330,1040,710,12.5
2,45,10,0.03,1040,1614,574,12.5
2,46,10,0.03,1614,2170,556,12.5
2,47,10,0.03,2170,2673,503,12.5
2,48,10,0.03,2673,3356,683,12.5
2,49,10,0.03,3356,402,1142,12.5
2,0,12,0.03,402,1092,690,12.5
2,1,12,0.03,1092,1687,595,12.5
2,2,12,0.03,1687,2218,531,12.5
2,3,12,0.03,2218,2752,534,12.5
2,4,12,0.03,2752,3453,701,12.5
2,5,12,0.03,3453,384,1027,12.5
2,6,12,0.03,384,1002,618,12.5
2,7,12,0.03,1002,1553,551,12.5
2,8,12,0.03,1553,2078,525,12.5
2,9,12,0.03,2078,2574,496,12.5
2,10,12,0.03,2574,3147,573,12.5
2,11,12,0.03,3147,190,1139,12.5
2,12,12,0.03,190,843,653,12.5
2,13,12,0.03,843,1399,556,12.5
2,14,12,0.03,1399,1914,515,12.5
2,15,12,0.03,1914,2389,475,12.5
2,16,12,0.03,2389,2998,609,12.5
2,17,12,0.03,2998,4025,1027,12.5
2,18,12,0.03,4025,786,857,12.5
2,19,12,0.03,786,1335,549,12.5
2,20,12,0.03,1335,1898,563,12.5
2,21,12,0.03,1898,2375,477,12.5
2,22,12,0.03,2375,2935,560,12.5
2,23,12,0.03,2935,3834,899,12.5
2,24,12,0.03,3834,677,939,12.5
2,25,12,0.03,678,1156,478,12.5
2,26,12,0.03,1156,1697,541,12.5
2,27,12,0.03,1697,2201,504,12.5
2,28,12,0.03,2201,2708,507,12.5
2,29,12,0.03,2708,3328,620,12.5
2,30,12,0.03,3328,406,1174,12.5
2,31,12,0.03,406,406,0,12.5
2,32,12,0.03,406,1637,1231,12.5
2,33,12,0.03,1637,2177,540,12.5
2,34,12,0.03,2177,2678,501,12.5
2,35,12,0.03,2679,3315,636,12.5
2,36,12,0.03,3315,309,1090,12.5
2,37,12,0.03,309,985,676,12.5
2,38,12,0.03,985,1499,514,12.5
2,39,12,0.03,1499,2034,535,12.5
2,40,12,0.03,2034,2510,476,12.5
2,41,12,0.03,2510,3078,568,12.5
2,42,12,0.03,3078,4018,940,12.5
2,43,12,0.03,4018,715,793,12.5
2,44,12,0.03,715,1167,452,12.5
2,45,12,0.03,1167,1722,555,12.5
2,46,12,0.03,1722,2242,520,12.5
2,47,12,0.03,2242,2747,505,12.5
2,48,12,0.03,2747,3475,728,12.5
2,49,12,0.03,3475,378,999,12.5
2,0,9,0.03,378,1017,639,12.5
2,1,9,0.03,1017,1549,532,12.5
2,2,9,0.03,1549,2100,551,12.5
2,3,9,0.03,2100,2556,456,12.5
2,4,9,0.03,2556,3162,606,12.5
2,5,9,0.03,3162,81,1015,12.5
2,6,9,0.03,81,790,709,12.5
2,7,9,0.03,790,1341,551,12.5
2,8,9,0.03,1341,1845,504,12.5
2,9,9,0.03,1845,2326,481,12.5
2,10,9,0.03,2326,2923,597,12.5
2,11,9,0.03,2923,3803,880,12.5
2,12,9,0.03,3803,597,890,12.5
2,13,9,0.03,596,1145,549,12.5
2,14,9,0.03,1145,1627,482,12.5
2,15,9,0.03,1627,2151,524,12.5
2,16,9,0.03,2151,2644,493,12.5
2,17,9,0.03,2644,3259,615,12.5
2,18,9,0.03,3259,130,967,12.5
2,19,9,0.03,130,791,661,12.5
2,20,9,0.03,791,1261,470,12.5
2,21,9,0.03,1261,1800,539,12.5
2,22,9,0.03,1800,2288,488,12.5
2,23,9,0.03,2288,2759,471,12.5
2,24,9,0.03,2759,3476,717,12.5
2,25,9,0.03,3476,372,992,12.5
2,26,9,0.03,372,1009,637,12.5
2,27,9,0.03,1009,1511,502,12.5
2,28,9,0.03,1511,1966,455,12.5
2,29,9,0.03,1966,2446,480,12.5
2,30,9,0.03,2446,2988,542,12.5
2,31,9,0.03,2988,3905,917,12.5
2,32,9,0.03,3905,634,825,12.5
2,33,9,0.03,634,1129,495,12.5
2,34,9,0.03,1129,1582,453,12.5
2,35,9,0.03,1582,2073,491,12.5
2,36,9,0.03,2073,2500,427,12.5
2,37,9,0.03,2501,3096,595,12.5
2,38,9,0.03,3096,9,1009,12.5
2,39,9,0.03,9,760,751,12.5
2,40,9,0.03,760,1265,505,12.5
2,41,9,0.03,1265,1745,480,12.5
2,42,9,0.03,1745,2213,468,12.5
2,43,9,0.03,2213,2699,486,12.5
2,44,9,0.03,2699,3392,693,12.5
2,45,9,0.03,3392,291,995,12.5
2,46,9,0.03,291,915,624,12.5
2,47,9,0.03,915,1384,469,12.5
2,48,9,0.03,1384,1877,493,12.5
2,49,9,0.03,1877,2319,442,12.5
2,0,11,0.03,2319,2888,569,12.5
2,1,11,0.03,2888,3744,856,12.5
2,2,11,0.03,3744,619,971,12.5
2,3,11,0.03,619,1133,514,12.5
2,4,11,0.03,1133,1626,493,12.5
2,5,11,0.03,1626,2121,495,12.5
2,6,11,0.03,2121,2615,494,12.5
2,7,11,0.03,2615,3319,704,12.5
2,8,11,0.03,3320,353,1129,12.5
2,9,11,0.03,353,1053,700,12.5
2,10,11,0.03,1053,1554,501,12.5
2,11,11,0.03,1555,2075,520,12.5
2,12,11,0.03,2075,2075,0,12.5
2,13,11,0.03,2075,3117,1042,12.5
2,14,11,0.03,3117,60,1039,12.5
2,15,11,0.03,60,769,709,12.5
2,16,11,0.03,769,1258,489,12.5
2,17,11,0.03,1258,1780,522,12.5
2,18,11,0.03,1780,2222,442,12.5
2,19,11,0.03,2222,2739,517,12.5
2,20,11,0.03,2739,3481,742,12.5
2,21,11,0.03,3481,376,991,12.5
2,22,11,0.03,376,1017,641,12.5
2,23,11,0.03,1017,1542,525,12.5
2,24,11,0.03,1542,2028,486,12.5
2,25,11,0.03,2028,2467,439,12.5
2,26,11,0.03,2467,3026,559,12.5
2,27,11,0.03,3026,3970,944,12.5
2,28,11,0.03,3970,695,821,12.5
2,29,11,0.03,695,1215,520,12.5
2,30,11,0.03,1215,1781,566,12.5
2,31,11,0.03,1781,2254,473,12.5
2,32,11,0.03,2254,2850,596,12.5
2,33,11,0.03,2850,3617,767,12.5
2,34,11,0.03,3617,438,917,12.5
2,35,11,0.03,438,1076,638,12.5
2,36,11,0.03,1076,1076,0,12.5
2,37,11,0.03,1076,2029,953,12.5
2,38,11,0.03,2029,2475,446,12.5
2,39,11,0.03,2475,3026,551,12.5
2,40,11,0.03,3026,3974,948,12.5
2,41,11,0.03,3974,730,852,12.5
2,42,11,0.03,730,1234,504,12.5
2,43,11,0.03,1234,1746,512,12.5
2,44,11,0.03,1746,2239,493,12.5
2,45,11,0.03,2239,2770,531,12.5
2,46,11,0.03,2770,3514,744,12.5
2,47,11,0.03,3514,442,1024,12.5
2,48,11,0.03,442,1022,580,12.5
2,49,11,0.03,1022,1546,524,12.5
2,0,13,0.03,1546,2037,491,12.5
2,1,13,0.03,2037,2533,496,12.5
2,2,13,0.03,2533,3063,530,12.5
2,3,13,0.03,3063,4069,1006,12.5
2,4,13,0.03,4069,755,782,12.5
2,5,13,0.03,755,1293,538,12.5
2,6,13,0.03,1293,1827,534,12.5
2,7,13,0.03,1827,2273,446,12.5
2,8,13,0.03,2273,2811,538,12.5
2,9,13,0.03,2811,3546,735,12.5
2,10,13,0.03,3546,367,917,12.5
2,11,13,0.03,367,1042,675,12.5
2,12,13,0.03,1042,1571,529,12.5
2,13,13,0.03,1570,2059,489,12.5
2,14,13,0.03,2059,2585,526,12.5
2,15,13,0.03,2584,3145,561,12.5
2,16,13,0.03,3145,117,1068,12.5
2,17,13,0.03,117,836,719,12.5
2,18,13,0.03,836,1374,538,12.5
2,19,13,0.03,1374,1867,493,12.5
2,20,13,0.03,1867,2314,447,12.5
2,21,13,0.03,2314,2865,551,12.5
2,22,13,0.03,2865,3702,837,12.5
2,23,13,0.03,3702,555,949,12.5
2,24,13,0.03,555,1076,521,12.5
2,25,13,0.03,1076,1599,523,12.5
2,26,13,0.03,1599,2114,515,12.5
2,27,13,0.03,2114,2611,497,12.5
2,28,13,0.03,2611,3256,645,12.5
2,29,13,0.03,3256,230,1070,12.5
2,30,13,0.03,230,896,666,12.5
2,31,13,0.03,896,1495,599,12.5
2,32,13,0.03,1495,1997,502,12.5
2,33,13,0.03,1997,2441,444,12.5
2,34,13,0.03,2441,2992,551,12.5
2,35,13,0.03,2992,3891,899,12.5
2,36,13,0.03,3891,722,927,12.5
2,37,13,0.03,722,1166,444,12.5
2,38,13,0.03,1166,1656,490,12.5
2,39,13,0.03,1657,2145,488,12.5
2,40,13,0.03,2145,2689,544,12.5
2,41,13,0.03,2689,3334,645,12.5
2,42,13,0.03,3334,382,1144,12.5
2,43,13,0.03,382,1070,688,12.5
2,44,13,0.03,1070,1562,492,12.5
2,45,13,0.03,1562,2069,507,12.5
2,46,13,0.03,2069,2504,435,12.5
2,47,13,0.03,2504,3020,516,12.5
2,48,13,0.03,3020,3919,899,12.5
2,49,13,0.03,3919,678,855,12.5
